회사명,연도,직무분야,직무명,질문 내용,답변
삼성전자㈜,2023년 하반기,IT·전자,생산·공정관리자,삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. (700자 (영문 작성 시 1400자) 이내),"4차 산업혁명으로 IOT, AI, 메타버스 시장이 커짐에 따라 반도체가 담당하는 역할의 바운더리도 커졌습니다. 이에 삼성전자는 파운드리 시장에서의 정점을 목표로 고성능, 저전력 반도체의 제작 기술 확보를 위해 공격적인 투자로 기술력과 경쟁성 확보를 위해 도전하고 있습니다. 목표를 향한 끊임없는 도전 정신이 저와 부합하여 파운드리 공정 기술 엔지니어로서 삼성전자의 성장에 이바지하고자 지원하게 되었습니다.입사 후 삼성 전자의 성장과 함께하기 위해 다음과 같이 노력하겠습니다.첫째, 경청과 배려의 자세로 협력을 통해 성과의 극대화에 기여하겠습니다. 다수의 대외활동과 프로젝트 경험으로 다양한 분야의 사람들과 소통하며 협력하는 자세를 길렀습니다. 이를 바탕으로 유관부서, 동료의 의사를 경청하고, 배려하는 자세로 윈윈하며 성장하는 조직원이 되겠습니다.둘째, 배운 업무 지식을 바탕으로 변화에 맞춰 새로운 시도로 발전하는 엔지니어가 되겠습니다. 학부시절 쌓은 반도체 전공 지식과 실습 경험을 바탕으로 입사 후 업무를 빠르게 익히고, 이를 바탕으로 끊임없는 자기 계발을 통해 도전을 두려워 하지 않고 수용하며 발전하겠습니다.위 두 가지를 바탕으로 삼성 전자의 성장에 기여하겠습니다."
삼성전자㈜,2023년 하반기,IT·전자,생산·공정관리자,"본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※ 작품 속 가상인물도 가능)(1500자)","""변화에 맞춰 도전하는 자세""인턴 기간 ‘글로벌 전개형 표준 모빌리티’ 프로젝트에서 개발 기간 단축에 의한 업무량 증가 문제를 개선하며 효율을 높이기 위한 방법으로 변화에 맞춰 새로운 시도가 필요함을 알았습니다.기존 일 200개 web 성능 테스트를 배정받았지만, 협력사의 개발 기간 단축으로 마감 기간이 짧아졌고, 일 300개로 업무량이 증가했습니다. 하나씩 진행하던 기존의 수행 방식은 속도가 느려 dead line을 맞추기 어려웠고, 수행 시간을 단축할 방법이 필요했습니다.테스트 목록을 분석한 결과, 특정 조건만 바꾸어 동일 테스트가 반복되는 것을 확인했습니다. 책임님의 허락 하에, 중복제거를 위해 모든 파라미터 조합을 포함하는 최소의 test 생성 기법인 Pair-Wise Testing을 접목해 업무를 간소화하기로 하였습니다.배정받은 테스트와 기획서를 참고해 3개 이내의 조건만 다른 Test 들을 그룹화해 excel로 추출했습니다. allpairs tool로 Pair wise testing을 진행해 전체 테스트의 30%를 all cover test로 15%까지 축소시켰습니다. 진행할 테스트의 감소는 업무 속도 향상으로 이어졌고, 마감 기한 내 모든 테스트를 수행할 수 있었습니다.변화에 대한 빠른 대응은, 지식과 노하우를 바탕으로 한 새로운 시도를 통해 시간 단축, 비용 절감의 효과로 이어질 수 있다는 것을 배웠습니다. 입사 후 배운 업무 지식을 바탕으로 새로운 도전을 두려워하지 않고 발전하는 엔지니어가 되겠습니다.""멘토링을 통해 배운 경청과 배려의 자세""OOO 교육 멘토링에서 대학생 멘토로 OO중학교 멘티의 학업 멘토링을 배정받았습니다. 평소 밝고 활발한 멘티였지만, 사춘기의 영향으로 때때로 예민하고, 이유 없이 의욕이 저하되는 모습을 보였습니다.어른의 눈높이에서 바라보는 것은 한계가 있다고 생각하여 멘티의 표정, 몸짓, 말투 하나하나를 세세하게 관찰하며 감정을 파악하는 습관을 키웠습니다.처음 보는 표정이 나올 때, 갑자기 답답해하는 몸짓을 보일 때마다 당황하기보단 이유를 물으며 고민을 들어주는 시간을 가졌습니다. 여드름 때문에 스트레스를 받던 멘티의 고민을 듣고, 학창 시절 여드름 관리를 위해 공부했던 것들을 공유하고, 수업 시간 외에도 같이 식단 관리와 운동 계획을 세우며 4개월간 노력 끝에 여드름 완치에 성공하였습니다. 학업 지원도 멘토의 역할이지만, 한 명의 선생님으로서 멘티와 소통하며 책임감을 기를 수 있었고, 이후 새로운 만남이 생길 때 상대의 눈높이에 맞춰 경청하고, 배려하는 자세를 가지며 속마음을 공유할 수 있는 자세를 가지게 되었습니다."
삼성전자㈜,2023년 하반기,IT·전자,생산·공정관리자,최근 사회이슈 중 중요하다고 생각되는 한가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. (1000자 (영문작성 시 2000자) 이내),"""'장마' 생명력을 다하다 - 일상에 침투한 기후 변화""10년 만에 공개된 기상청의 장마백서에서, 500년 동안 사용된 '장마'라는 표현이 곧 생명력을 다함을 공표했습니다. 8월 8일 서울에 내린 하루 381.5㎜의 역대급 폭우는 강남 일대를 침수시켜 수많은 재산피해와 인명 피해를 일으켰습니다. 이 사건에서 주목할 점은 본디 장마 기간인 6~7월 전반에 걸쳐 조금씩 내려야 할 비가, 장마 기간이 끝났음에도 장마와 맞먹는 폭우로 8월 초순과 하순에 걸쳐 집중적으로 내리는 양상으로 패턴이 변화했다는 것입니다.이러한 이상 현상의 배후엔 ' 기후 변화 '가 있습니다. 2022년 세계에서 가장 건조한 장소로 유명한 미국의 데스벨리에 홍수가 일어나고, 북반구는 역사상 가장 더운 여름을 맞이했습니다. 더 이상 기후 변화는, 우리가 예방할 수 있는 것이 아닌, 과거에 경험해 보지 못한 현재 진행형에 있는 미래의 사건이 되어 세계를 위협하고 있습니다."
삼성전자㈜,2023년 하반기,IT·전자,생산·공정관리자,"지원한 직무 관련 본인이 갖고 있는 전문지식/경험(심화전공, 프로젝트, 논문, 공모전 등)을 작성하고, 이를 바탕으로 본인이 지원 직무에 적합한 사유를 구체적으로 서술해 주시기 바랍니다 (1000자)","""데이터 분석 tool을 활용한 전력 낭비 문제 해결""‘자가발전 교통 시스템 개발 프로젝트’에서 파이썬을 활용해 조도 센서 밝기 값 데이터를 분석하여 전력 낭비 문제를 해결한 경험이 있습니다.태양 전지로 발전된 전력 에너지를 저장해 저녁에 시스템에 전력을 공급하도록 설계했습니다. 이 과정에서 해가 지기 전에 시스템이 동작해 전력 낭비가 생기는 문제가 발생했습니다.원인 분석을 위해 아두이노로 3일간 조도 센서에서 인식한 밝기 값 데이터를 수집하고, 파이썬으로 시간에 따른 밝기 값 변화를 시각화해 데이터의 트렌드를 분석했습니다. 밝기 값이 급감하는 구간을 분석해 해가 지는 시점의 밝기 값을 찾았습니다. 최적화된 밝기 값을 작동 조건으로 설정해 정확한 시점에 시스템이 작동하도록 하였습니다. 그 결과 전력 낭비가 줄어 전후 대비 작동시간이 12.8% 증가하였습니다.데이터 분석 tool을 이용한 문제해결 능력과 데이터 중 핵심을 찾는 안목을 키울 수 있었습니다. 이슈 발생 시 정확한 분석으로 최선의 solution을 찾아 설비의 가동률 향상에 힘쓰겠습니다.""실습을 통한 공정 장비의 이해""반도체 관련 전공을 수강하며 MOSFET 동작 원리와 특성을 이해하고, ic 프로세스를 통해, 각 단위공정을 유기적으로 이해했습니다. 이를 바탕으로 마이크로 및 나노 공정 PECVD 실습 청강으로 장비의 이해를 높이고, 각 부품과 파라미터의 관계를 고찰했습니다.PECVD 장비의 하드웨어 구성을 관찰하며, 부품들의 역할과 작동 원리를 파악했습니다. gas의 흐름, plazma power 조절 방식 등을 파악하며 각 부품으로부터 공정 변수가 도출되는 원리를 이해했습니다. 독립된 5가지 부품이 유기적으로 연결되어 박막 공정이 진행되는 것을 관찰하며, 공정 변수가 샘플에 미치는 영향을 고찰해 보았습니다. 독립된 공정 변수가 조화를 이루었을 때, 품질 향상에 기여할 수 있음을 알았습니다. 부품 하나하나의 설비 유지 보전이 곧 품질과 수율에 직결됨을 알았습니다.입사 후 설비 구조를 빠르게 이해하고, 이를 바탕으로 설비의 생산성 향상에 기여하겠습니다."
㈜포스코,2023년 상반기,철강·소재,생산직종사자,포스코 생산기술직에 지원하게 된 동기와 입사 후 달성하고자 하는 목표에 대해 기입해 주십시오.,"포스코의 인재상 중 글로벌 역량, 도전정신, 전문역량 이 3가지 인재상이 제 목표인 전기 명장과 적합하다는 생각에 지원을 결심하게 되었습니다. 저는 전기 명장으로서 글로벌 역량을 쌓기 위해 한국전기안전공사에 견학해 전기안전교육과 같은 직무 교육을 받았습니다. 또한 목표에 도달하기 위한 밑거름을 쌓기 위해 고등학교 전공 수업과 자격증 공부를 부단히 병행하였습니다. 낮에는 학교 수업과 과제에 집중하였고, 방과 후에는 기숙사에서 마음이 맞는 친구들과 스터디 그룹을 만들어 기능사 필기 공부에 매진하였습니다. 그 결과 전기 기능사, 승강기 기능사 등 자격증 4개를 취득하며 전문역량까지 갖출 수 있었습니다. 이런 저의 도전역량이 전기 명장과 같은 포스코에 적합한 인재라는 생각이 들었습니다. 제 인생의 목표는 전기산업 업종의 거장이 되는 것입니다.저는 회사에 입사 후에 충실한 업무 능력으로 저의 의무를 다할 줄 아는 사원이 되고 싶습니다. 사회생활은 인생의 또 다른 전환점이라고 생각합니다. 학교생활보다 더 힘들고 버거운 일이 있더라도 이겨내겠다는 마음으로 부지런히 노력하면 무슨 일이건 못할 리가 없으리라 생각합니다. 또한 현실에 안주하지 않고 착실히 실무적인 경험을 쌓고 전기산업기사, 전기기사 등을 취득하기 위해 공부하며 꾸준히 자기계발 하고 계속해서 도전할 것입니다. 신입의 마음가짐으로 선배님들의 말에 경청하고 많은 이들과 소통해 회사에 이바지하는 인물이 되는 것이 저의 목표입니다."
㈜포스코,2023년 상반기,철강·소재,생산직종사자,지원 분야에서 가장 필요하다고 생각되는 역량과 해당 역량을 향상 시키기 위해 어떠한 노력을 기울여 왔는지 기입해 주십시오.,"생산업무에서 가장 중요한 요소는 투입 대비 높은 산출이라 생각합니다. 이러한 생산성을 높이기 위해서는 생산 공정을 계획적으로 수립하고 수행할 필요가 있습니다.고등학교에 입학해 기숙사 생활을 하고 있습니다. 함께 방을 쓰는 친구들과 원활하게 생활하기 위해서는 규칙을 지키고 역할을 분담해 지키는 것이 중요하며 이를 위해서는 계획이 필요합니다. 기숙사에서 생활하는 학생들은 본인의 생활실뿐만 아니라 특정 구역을 청소했습니다. 제가 속한 그룹은 분리수거를 담당했는데, 무질서한 상황 속에서 2인 1조로 팀을 꾸려 청소할 구역을 나누자는 의견을 내 청소하는 시간을 반으로 단축한 경험이 있습니다. 이 일을 통해 저는 계획을 세우고 일을 하는 것이 일을 처리하는 시간을 단축하는데 중요한 역할을 한다는 것을 깨달았습니다. 이 일을 계기로 중요한 일부터 차례대로 해결하는 습관을 지니려 노력했습니다.일을 하기 전에 계획부터 짜는 습관을 기르다 보니 자연스레 맡은 일들을 매사 계획적으로 처리할 수 있었습니다. 이렇게 얻은 장점을 바탕으로 제가 회사 입사하게 된다면 완벽한 시간 관리를 통해 업무에 집중하고 최대로 일해 능률을 올릴 수 있습니다."
㈜포스코,2023년 상반기,철강·소재,생산직종사자,"협업, 소통, 희생, 봉사, 성장, 변화추구, 중 해당역량을 활용하여 목표를 수행했던 경험을 기입해 주십시오","고등학교에서 마술부 동아리에서 1년간 활동을 하였는데 이를 통해 협업, 소통을 배울 수 있었습니다. 제가 가입한 마술부는 학교 축제 기간 때마다 공연 부스를 차려 학생들을 대상으로 마술을 공연했습니다. 마술을 배우기 위해 동아리에 들어왔던 저는 공연 가능한 마술이 없었기에 타인 앞에서 공연한다는 것이 두렵고 걱정의 연속이었습니다. 하지만 이번의 일이 나의 소중한 경험이 될 거라고 생각을 전환하고 한번 해보자는 마음을 가지게 되었습니다. 2달간 저는 부족한 손기술을 연습하기 위해서 팀원들과 공연 리허설을 하거나 서로의 마술 실력에 피드백하는 등 합을 맞춰갔습니다. 그 결과 마술부에 가입한 당시에는 아무것도 할 수 없었던 모습에서 미숙하지만 나름대로 공연할 기반이 쌓이게 되었고 공연도 성공적으로 마칠 수 있었습니다. 저는 이러한 경험을 통해 긍정적으로 생각하며 진취적인 모습으로 변화하여 지금은 누구보다 활발하고 활기찬 성격을 가지게 되었습니다. 바뀐 성격을 통해 기숙사에서처음 본 친구들과 빠르게 친숙해질 수 있으며, 낯선 곳에 가서도 잘 적응할 수 있게 되었습니다. 이런 성격 덕분에 조별 과제나팀 프로젝트를 할 때마다 저와 한 팀이 되고 싶은 친구가 많이 생겼습니다."
현대자동차㈜,2023년 상반기,자동차·기계,품질관리자,"본인의 장점과 단점을 기술해 주시고, 단점을 극복하기 위한 노력을 말씀해 주십시오.(600자)","""계획적이며 꼼꼼함""제 장점은 모든 일을 계획적이고 꼼꼼하게 수행하는 것입니다. 이러한 장점으로 학업에서 꾸준히 좋은 성적을 받을 수 있었습니다.매 학기 각 과목을 세부적으로 계획하고, 계획표를 보며 놓치는 과제나 시험은 없는지 꼼꼼하게 확인하며 진행했습니다. 결과적으로매 학기 좋은 성적을 유지할 수 있었고, 성적장학금도 2번 받을 수 있었습니다. 하지만 장점이 가끔 단점이 될 때가 있습니다. 중요한 일을 너무 꼼꼼하게 진행하다 보니 비교적 덜 중요한 일은 시간에 쫓겨 완벽하게 해내지 못하는 것입니다. 4학년 때 전공을 학습하느라 교양과목을 제대로 학습하지 못하였고, 결과적으로 교양과목의 결과가 좋지 않았던 경험이 있습니다. 이를 계기로 단점을 보완하고자 하였고, 계획을 세울 때 중요한 일과 덜 중요한 일을 구분하여 시간을 적절히 배분한 뒤 실천하고 있습니다. 또한 끝난 후에는 적절히 실행했는지 돌아보며 실수를 통해 배우고 지속적으로 단점을 보완하기 위해 노력하고 있습니다."
현대자동차㈜,2023년 상반기,자동차·기계,품질관리자,"지원하신 직무에 지원한 동기는 무엇이며, 해당 직무에 대하여 본인이 가지고 있는 강점을 구체적 사례와 함께 말씀해 주십시오.(700자)","""데이터 분서 및 팀원과의 협력""평소 자동차에 관심이 많았고, 관심 있는 분야의 전공과 성격을 살릴 수 있는 직무에 지원하면 적극적으로 업무를 수행할 수 있다는 확신이 들어 지원하였습니다. 품질관리자는 품질 개선 및 원가 절감을 위해 데이터를 보기 쉽게 분류하고 꼼꼼하게 분석하는 것이 중요합니다. 저는 다양한 과목에서 데이터를 분석하며 데이터 분석 역량을 길렀으며, 팀 프로젝트를 통해 팀원과의 협력심을 기를 수 있었습니다.첫 번째로 안테나 설계 프로젝트에서 Trade-Off 관계의 데이터를 분석하며 데이터 역량을 길렀습니다. 기판의 두께, 크기, 효율, 대역폭 등 다양한 변수를 엑셀 파일로 정리하여 데이터를 시각화하고 최적의 Spec을 도출해 낼 수 있었습니다. 결과적으로 대역폭 부분에서 다른 사람보다 높은 Spec을 달성하여 최종적으로 A 학점을 받을 수 있었습니다.두 번째로 최근 나노융합기술원에서 참여한 프로젝트에서 팀원들과 협업하여 높은 성과를 얻을 수 있었습니다. 팀원들과 각자 맡은 역할뿐만 아니라 자신의 역할을 다 수행하면 적극적으로 팀원의 역할도 도왔고, 결과적으로 최우수상을 수상할 수 있었습니다.따라서 이러한 역량을 통해 입사 후 품질관리자로서 데이터를 꼼꼼히 분석하고 팀원과 협업하여 지속해서 품질을 향상할 수 있도록 최선을 다하겠습니다."
현대자동차㈜,2023년 상반기,자동차·기계,품질관리자,본인이 지원한 직무와 관련된 이슈를 선정하여 그에 대한 본인의 생각을 기술해 주십시오.(700자),"""SDV 전환 문제점 개선""최근 그랜저 신형 출시 후 센서 불량, 시동 꺼짐 등 다양한 불량 원인이 있었으며 이는 차량 이미지뿐만 아니라 기업의 이미지까지 실추시킬 수 있는 중요한 문제라고 생각합니다. 하지만 저는 이번 불량이 현대차가 신뢰를 회복하고 품질과 안전에 대한 의지를 보여줄 수 있는 기회라고 생각합니다. 하루빨리 SW의 문제점을 보완하여 신뢰도를 회복하고, 이를 계기로 기술 발전과 더불어 앞으로 개발되는 차량의 완성도를 더욱 높일 수 있을 것입니다.이를 위해서는 기업과 품질관리자의 역할이 중요합니다. 기업은 SW 발전에 따라 발생할 수 있는 문제점을 사전에 작업자에게 교육하고, 작업자는 실제 운전 중 발생할 수 있는 돌발 상황 등을 직접 구현하는 등 다양한 검사 방식을 도입하여 검수해야 합니다.예를 들어 최근에 그림자 때문에 AEB가 오작동하여 사고가 발생하는 영상을 봤습니다. 이러한 사고를 막기 위해서는 그림자의 크기와 음영 등을 조절하여 다양한 상황을 구현해 차량을 검수하는 것이 중요하다고 생각합니다. 따라서 저는 품질관리자로서 항상 열린 사고를 바탕으로 다양한 시각에서 품질을 관리하여 꾸준히 품질을 개선시키는 엔지니어가 되겠습니다."
현대제철주식회사,2023년 하반기,철강·소재,경영·비즈니스기획,"본인 성격의 장단점을 자신의 성장과정과 경험을 기반으로 서술하여 주십시오. (최소 100자, 최대 600자 입력가능)","원칙준수를 중요하게 여기는 제 아버지께선 '규칙은 산소와 같아서, 평소에 의식하지 못하지만 제일 중요한 본질이다'라고 계속 교육하셨습니다. 덕분에 원칙의 중요성을 일찍 깨닫고 원칙주의를 제 장점으로 만들 수 있었습니다.매일 실험실에 출근하면 하루의 첫 일과로 일일안전점검 및 일지 최신화를 하였습니다. 10분도 안 걸리지만, 바쁜 일상 때문에 미루는 사람이 많았습니다. 하지만 저는 일일점검이라는 룰을 지켜야 한다는 생각과, 안전사고 예방을 위해 스스로 일일점검을 했습니다.6개월 뒤, 갑자기 불시점검하는 날이 있었습니다. 저는 일일점검 매뉴얼 등을 지켜왔기에, 추가준비 없이 점검에 응했습니다. 그날 많은 실험실이 바쁘게 움직였지만, 특히 일일점검일지 관리에서 많은 감점을 당했고, 9개 연구실 중 저희 연구실이 학과 내에서 가장 우수한 평가를 받게 되었습니다. 원칙준수를 중요하게 여기는 제 장점이 잘 드러난 사례라고 생각합니다.단점으로는 규칙/매뉴얼을 따르려는 성향 때문에 융통성 부족, 고지식이라는 소리를 듣는 경우가 더러 있습니다. 심할 땐 위선자로 비치는 경우도 있는 것 같아서, 자신에게 먼저 엄격한 원칙을 적용하여 모범을 보이려고 노력하고 있습니다."
현대제철주식회사,2023년 하반기,철강·소재,경영·비즈니스기획,"현대자동차그룹 핵심가치(고객 최우선, 도전적 실행, 소통과 협력, 인재존중, 글로벌 지향) 중 본인의 경험을 기반으로 실천사례를 제시하시오. (최소 100자, 최대 600자 입력가능)","""도전적 실행 - 길바닥부터 월스트리트 마천루까지""대학 방학 2달 동안 미국 여행을 가고 싶었는데, 막상 예산을 짜보니 400만 원 중에 무려 숙박비가 200만 원을 차지해서 고민이었습니다. 그래서 '한 번 현지인에게 재워달라고 하면 어떨까?' 하고 생각했습니다. 만약 잘 안 돼도 길바닥에서 하루 자고 만다는 각오로.그래서 일단 출국했더니, 거짓말처럼 모든 호스트에게 거절당해서 첫날부터 노숙해야 했습니다.세상의 현실을 절절히 깨닫고 회의감에 귀국도 생각했습니다. 하지만 '뭘 더 잘할 수 있었을까?'라고, 반추하며 연락을 포기하지 않았습니다. 그랬더니, 놀랍게도 소도시 포틀랜드의 원룸을 시작으로, LA, 워싱턴, 뉴욕 월스트리트 마천루까지 11명의 다양한 호스트들이 기꺼이 저를 반겨주었습니다.첫날 실패하고 좌절했지만, 포기하지 않고 계속 현지인 분들에게 먼저 다가가려 노력하고 도전했기에 얻은 소중한 경험이라고 생각합니다. 제가 만약 '날 밀어내진 않을까?'라며 걱정부터 했다면 출국조차 할 수 없었을 것입니다. 해당 경험을 통해 실패하게 되더라도 '일단 해보자'라는 마음가짐과 실행력을 함양할 수 있었고, 이것은 지금까지도 귀중한 저의 자산입니다."
